sample_id,timestamp,amplitude_mean,amplitude_std,phase_mean,phase_std,label
lying_1,12,0.434,0.306,0.44,0.413,lying
lying_1,13,0.353,0.279,0.349,0.39,lying
lying_1,14,0.422,0.286,0.464,0.371,lying
lying_1,15,0.412,0.258,0.403,0.409,lying
lying_1,16,0.377,0.294,0.351,0.361,lying
lying_1,17,0.415,0.318,0.349,0.419,lying
lying_1,18,0.39,0.257,0.342,0.395,lying
lying_1,19,0.367,0.257,0.314,0.377,lying
lying_2,0,0.214,0.011,0.801,0.382,lying
lying_2,1,0.256,0.019,0.82,0.397,lying
lying_2,2,0.156,0.007,0.816,0.353,lying
lying_2,3,0.183,0.03,0.922,0.359,lying
lying_2,4,0.283,0.012,0.854,0.368,lying
lying_2,5,0.214,0.024,0.859,0.393,lying
lying_2,6,0.186,0.002,0.746,0.388,lying
lying_2,7,0.258,0.044,0.841,0.363,lying
lying_2,8,0.119,0.032,0.736,0.371,lying
lying_2,9,0.193,0.01,0.828,0.381,lying
lying_2,10,0.083,0.012,0.715,0.393,lying
lying_2,11,0.176,0.032,0.785,0.367,lying
lying_2,12,0.264,0.015,0.843,0.402,lying
lying_2,13,0.199,0.026,0.86,0.352,lying
lying_2,14,0.278,0.017,0.872,0.348,lying
lying_2,15,0.234,0.049,0.816,0.373,lying
lying_2,16,0.235,0.005,0.917,0.382,lying
lying_2,17,0.188,0.0,0.78,0.365,lying
lying_2,18,0.186,0.002,0.793,0.42,lying
lying_2,19,0.152,0.014,0.856,0.391,lying
lying_3,0,0.138,0.127,0.092,0.288,lying
lying_3,1,0.092,0.098,0.072,0.32,lying
lying_3,2,0.133,0.157,0.078,0.334,lying
lying_3,3,0.13,0.147,0.134,0.299,lying
lying_3,4,0.029,0.127,0.079,0.299,lying
lying_3,5,0.052,0.124,0.18,0.311,lying
lying_3,6,0.145,0.119,0.041,0.334,lying
lying_3,7,0.06,0.122,0.088,0.337,lying
lying_3,8,0.062,0.129,0.063,0.309,lying
lying_3,9,0.0,0.163,0.133,0.304,lying
lying_3,10,0.059,0.111,0.141,0.281,lying
lying_3,11,0.108,0.157,0.048,0.321,lying
lying_3,12,0.225,0.134,0.111,0.329,lying
lying_3,13,0.095,0.147,0.085,0.28,lying
lying_3,14,0.096,0.102,0.091,0.314,lying
lying_3,15,0.175,0.135,0.118,0.319,lying
lying_3,16,0.062,0.078,0.111,0.335,lying
lying_3,17,0.11,0.111,0.128,0.317,lying
lying_3,18,0.199,0.146,0.153,0.334,lying
lying_3,19,0.051,0.134,0.124,0.331,lying
lying_4,0,0.754,0.297,0.739,0.324,lying
lying_4,1,0.659,0.318,0.71,0.367,lying
lying_4,2,0.575,0.289,0.703,0.351,lying
lying_4,3,0.628,0.325,0.659,0.311,lying
lying_4,4,0.635,0.297,0.719,0.333,lying
lying_4,5,0.602,0.298,0.693,0.327,lying
lying_4,6,0.609,0.291,0.735,0.337,lying
lying_4,7,0.732,0.302,0.664,0.387,lying
lying_4,8,0.64,0.319,0.722,0.346,lying
lying_4,9,0.646,0.277,0.71,0.307,lying
lying_4,10,0.611,0.284,0.71,0.34,lying
lying_4,11,0.643,0.305,0.662,0.328,lying
lying_4,12,0.665,0.32,0.635,0.303,lying
lying_4,13,0.583,0.32,0.753,0.315,lying
lying_4,14,0.635,0.336,0.713,0.362,lying
lying_4,15,0.669,0.281,0.683,0.334,lying
lying_4,16,0.625,0.317,0.712,0.275,lying
lying_4,17,0.554,0.255,0.701,0.338,lying
lying_4,18,0.633,0.28,0.726,0.348,lying
lying_4,19,0.557,0.27,0.692,0.369,lying
lying_5,0,0.477,0.201,0.565,0.118,lying
lying_5,1,0.468,0.219,0.557,0.119,lying
lying_5,2,0.378,0.239,0.698,0.11,lying
lying_5,3,0.528,0.197,0.676,0.132,lying
lying_5,4,0.345,0.208,0.671,0.112,lying
lying_5,5,0.572,0.194,0.641,0.078,lying
lying_5,6,0.575,0.212,0.65,0.115,lying
lying_5,7,0.531,0.224,0.804,0.125,lying
lying_5,8,0.476,0.206,0.652,0.086,lying
lying_5,9,0.501,0.232,0.641,0.1,lying
lying_5,10,0.575,0.188,0.569,0.093,lying
lying_5,11,0.422,0.224,0.654,0.111,lying
lying_5,12,0.557,0.203,0.711,0.146,lying
lying_5,13,0.477,0.231,0.66,0.134,lying
lying_5,14,0.421,0.184,0.652,0.098,lying
lying_5,15,0.474,0.212,0.708,0.108,lying
lying_5,16,0.458,0.21,0.634,0.097,lying
lying_5,17,0.419,0.218,0.644,0.135,lying
lying_5,18,0.427,0.206,0.763,0.097,lying
lying_5,19,0.488,0.192,0.605,0.147,lying
lying_6,0,0.266,0.017,0.751,0.38,lying
lying_6,1,0.384,0.012,0.709,0.37,lying
lying_6,2,0.261,0.012,0.738,0.374,lying
lying_6,3,0.273,0.026,0.698,0.372,lying
lying_6,4,0.319,0.023,0.736,0.35,lying
lying_6,5,0.351,0.003,0.776,0.354,lying
lying_6,6,0.304,0.004,0.7,0.372,lying
lying_6,7,0.284,0.047,0.709,0.366,lying
lying_6,8,0.345,0.011,0.686,0.377,lying
lying_6,9,0.35,0.026,0.672,0.361,lying
lying_6,10,0.31,0.035,0.652,0.35,lying
lying_6,11,0.335,0.003,0.73,0.351,lying
lying_6,12,0.42,0.006,0.702,0.341,lying
lying_6,13,0.371,0.01,0.686,0.381,lying
lying_6,14,0.318,0.022,0.655,0.359,lying
lying_6,15,0.291,0.003,0.689,0.393,lying
lying_6,16,0.355,0.043,0.704,0.349,lying
lying_6,17,0.427,0.019,0.661,0.366,lying
lying_6,18,0.336,0.029,0.74,0.379,lying
lying_6,19,0.442,0.019,0.681,0.374,lying
lying_7,0,0.58,0.18,0.057,0.051,lying
lying_7,1,0.505,0.199,0.122,0.052,lying
lying_7,2,0.589,0.214,0.136,0.028,lying
lying_7,3,0.553,0.166,0.12,0.021,lying
lying_7,4,0.637,0.21,0.048,0.037,lying
lying_7,5,0.583,0.201,0.173,0.007,lying
lying_7,6,0.567,0.178,0.022,0.031,lying
lying_7,7,0.604,0.178,0.015,0.098,lying
lying_7,8,0.596,0.186,0.037,0.046,lying
lying_7,9,0.574,0.146,0.039,0.056,lying
lying_7,10,0.68,0.191,0.148,0.037,lying
lying_7,11,0.578,0.205,0.176,0.067,lying
lying_7,12,0.529,0.182,0.106,0.035,lying
lying_7,13,0.602,0.2,0.143,0.074,lying
lying_7,14,0.566,0.156,0.11,0.078,lying
lying_7,15,0.559,0.197,0.127,0.044,lying
lying_7,16,0.583,0.165,0.0,0.018,lying
lying_7,17,0.563,0.205,0.087,0.03,lying
lying_7,18,0.538,0.197,0.16,0.062,lying
lying_7,19,0.613,0.154,0.075,0.08,lying
lying_8,0,0.298,0.143,0.837,0.161,lying
lying_8,1,0.297,0.182,0.826,0.176,lying
lying_8,2,0.292,0.185,0.744,0.183,lying
lying_8,3,0.193,0.184,0.878,0.155,lying
lying_8,4,0.372,0.213,0.667,0.173,lying
lying_8,5,0.192,0.187,0.832,0.127,lying
lying_8,6,0.432,0.195,0.79,0.206,lying
lying_8,7,0.246,0.165,0.717,0.212,lying
lying_8,8,0.352,0.203,0.847,0.188,lying
lying_8,9,0.34,0.195,0.838,0.164,lying
lying_8,10,0.333,0.195,0.838,0.147,lying
lying_8,11,0.268,0.211,0.817,0.188,lying
lying_8,12,0.281,0.16,0.79,0.172,lying
lying_8,13,0.302,0.215,0.841,0.213,lying
lying_8,14,0.356,0.141,0.885,0.146,lying
lying_8,15,0.347,0.174,0.939,0.205,lying
lying_8,16,0.299,0.187,0.845,0.194,lying
lying_8,17,0.337,0.169,0.796,0.176,lying
lying_8,18,0.397,0.198,0.794,0.189,lying
lying_8,19,0.316,0.207,0.959,0.169,lying
lying_9,0,0.264,0.283,0.536,0.029,lying
lying_9,1,0.177,0.242,0.609,0.007,lying
lying_9,2,0.148,0.233,0.552,0.032,lying
lying_9,3,0.374,0.226,0.509,0.006,lying
lying_9,4,0.283,0.243,0.524,0.033,lying
lying_9,5,0.297,0.235,0.506,0.007,lying
lying_9,6,0.152,0.238,0.553,0.021,lying
lying_9,7,0.299,0.241,0.546,0.018,lying
lying_9,8,0.203,0.222,0.554,0.002,lying
lying_9,9,0.316,0.221,0.562,0.019,lying
lying_9,10,0.311,0.252,0.586,0.025,lying
lying_9,11,0.333,0.264,0.527,0.022,lying
lying_9,12,0.229,0.195,0.515,0.006,lying
lying_9,13,0.256,0.215,0.515,0.017,lying
lying_9,14,0.235,0.245,0.586,0.065,lying
lying_9,15,0.33,0.239,0.521,0.023,lying
lying_9,16,0.29,0.223,0.591,0.011,lying
lying_9,17,0.261,0.245,0.537,0.013,lying
lying_9,18,0.266,0.217,0.61,0.003,lying
lying_9,19,0.289,0.242,0.504,0.019,lying
lying_10,0,0.54,0.102,0.057,0.311,lying
lying_10,1,0.676,0.126,0.126,0.325,lying
lying_10,2,0.642,0.099,0.158,0.321,lying
lying_10,3,0.565,0.13,0.162,0.351,lying
lying_10,4,0.544,0.106,0.126,0.322,lying
lying_10,5,0.665,0.067,0.08,0.328,lying
lying_10,6,0.455,0.087,0.15,0.339,lying
lying_10,7,0.675,0.146,0.14,0.345,lying
lying_10,8,0.6,0.062,0.049,0.341,lying
lying_10,9,0.628,0.121,0.074,0.357,lying
lying_10,10,0.671,0.134,0.168,0.327,lying
lying_10,11,0.651,0.118,0.144,0.346,lying
lying_10,12,0.591,0.098,0.114,0.358,lying
lying_10,13,0.575,0.133,0.155,0.333,lying
lying_10,14,0.666,0.108,0.194,0.347,lying
lying_10,15,0.596,0.097,0.114,0.334,lying
lying_10,16,0.534,0.111,0.078,0.35,lying
lying_10,17,0.662,0.091,0.204,0.336,lying
lying_10,18,0.548,0.13,0.096,0.337,lying
lying_10,19,0.577,0.099,0.155,0.333,lying
lying_11,0,0.559,0.269,0.589,0.08,lying
lying_11,1,0.503,0.304,0.514,0.1,lying
lying_11,2,0.604,0.297,0.492,0.134,lying
lying_11,3,0.545,0.301,0.561,0.089,lying
lying_11,4,0.568,0.312,0.48,0.092,lying
lying_11,5,0.664,0.293,0.439,0.139,lying
lying_11,6,0.593,0.284,0.542,0.117,lying
lying_11,7,0.717,0.259,0.571,0.119,lying
lying_11,8,0.612,0.308,0.576,0.077,lying
lying_11,9,0.707,0.261,0.472,0.099,lying
lying_11,10,0.716,0.286,0.528,0.133,lying
lying_11,11,0.604,0.268,0.508,0.132,lying
lying_11,12,0.623,0.331,0.566,0.091,lying
lying_11,13,0.622,0.275,0.496,0.194,lying
lying_11,14,0.67,0.309,0.498,0.136,lying
lying_11,15,0.674,0.33,0.621,0.075,lying
lying_11,16,0.564,0.272,0.482,0.111,lying
lying_11,17,0.591,0.333,0.624,0.104,lying
lying_11,18,0.717,0.322,0.507,0.064,lying
lying_11,19,0.608,0.279,0.54,0.106,lying
lying_12,0,0.752,0.175,0.583,0.058,lying
lying_12,1,0.76,0.169,0.51,0.1,lying
lying_12,2,0.738,0.16,0.5,0.104,lying
lying_12,3,0.75,0.18,0.634,0.081,lying
lying_12,4,0.83,0.205,0.587,0.082,lying
lying_12,5,0.806,0.145,0.496,0.07,lying
lying_12,6,0.886,0.155,0.494,0.062,lying
lying_12,7,0.802,0.174,0.59,0.096,lying
lying_12,8,0.705,0.155,0.604,0.078,lying
lying_12,9,0.834,0.168,0.487,0.076,lying
lying_12,10,0.726,0.16,0.545,0.093,lying
lying_12,11,0.695,0.171,0.506,0.069,lying
lying_12,12,0.781,0.16,0.604,0.106,lying
lying_12,13,0.833,0.161,0.487,0.084,lying
lying_12,14,0.767,0.159,0.477,0.082,lying
lying_12,15,0.754,0.185,0.569,0.104,lying
lying_12,16,0.711,0.179,0.499,0.058,lying
lying_12,17,0.753,0.193,0.517,0.114,lying
lying_12,18,0.802,0.163,0.593,0.091,lying
lying_12,19,0.728,0.208,0.548,0.083,lying
lying_13,0,0.591,0.122,0.757,0.297,lying
lying_13,1,0.546,0.117,0.633,0.313,lying
lying_13,2,0.594,0.129,0.692,0.332,lying
lying_13,3,0.591,0.125,0.815,0.289,lying
lying_13,4,0.631,0.16,0.715,0.311,lying
lying_13,5,0.656,0.106,0.626,0.333,lying
lying_13,6,0.516,0.097,0.772,0.303,lying
lying_13,7,0.582,0.123,0.669,0.285,lying
lying_13,8,0.63,0.101,0.65,0.323,lying
lying_13,9,0.64,0.098,0.697,0.319,lying
lying_13,10,0.676,0.099,0.744,0.321,lying
lying_13,11,0.661,0.106,0.666,0.301,lying
lying_13,12,0.634,0.141,0.688,0.326,lying
lying_13,13,0.6,0.107,0.788,0.325,lying
lying_13,14,0.555,0.093,0.775,0.313,lying
lying_13,15,0.559,0.089,0.747,0.33,lying
lying_13,16,0.618,0.154,0.753,0.305,lying
lying_13,17,0.576,0.085,0.729,0.3,lying
lying_13,18,0.7,0.134,0.743,0.286,lying
lying_13,19,0.583,0.13,0.684,0.332,lying
lying_14,0,0.596,0.018,0.5,0.409,lying
lying_14,1,0.586,0.015,0.493,0.401,lying
lying_14,2,0.585,0.007,0.525,0.358,lying
lying_14,3,0.695,0.017,0.414,0.379,lying
lying_14,4,0.65,0.009,0.492,0.403,lying
lying_14,5,0.621,0.001,0.476,0.416,lying
lying_14,6,0.715,0.021,0.545,0.393,lying
lying_14,7,0.677,0.009,0.403,0.4,lying
lying_14,8,0.584,0.008,0.425,0.4,lying
lying_14,9,0.638,0.035,0.524,0.38,lying
lying_14,10,0.627,0.01,0.48,0.369,lying
lying_14,11,0.65,0.041,0.45,0.414,lying
lying_14,12,0.636,0.025,0.406,0.352,lying
lying_14,13,0.638,0.036,0.457,0.422,lying
lying_14,14,0.667,0.002,0.492,0.438,lying
lying_14,15,0.569,0.03,0.475,0.402,lying
lying_14,16,0.694,0.012,0.547,0.433,lying
lying_14,17,0.634,0.035,0.461,0.389,lying
lying_14,18,0.622,0.036,0.551,0.386,lying
lying_14,19,0.707,0.05,0.533,0.378,lying
lying_15,0,0.264,0.001,0.237,0.093,lying
lying_15,1,0.257,0.026,0.27,0.137,lying
lying_15,2,0.288,0.055,0.21,0.091,lying
lying_15,3,0.163,0.016,0.149,0.116,lying
lying_15,4,0.188,0.022,0.228,0.108,lying
lying_15,5,0.16,0.024,0.158,0.109,lying
lying_15,6,0.283,0.02,0.292,0.143,lying
lying_15,7,0.187,0.003,0.201,0.137,lying
lying_15,8,0.192,0.044,0.264,0.099,lying
lying_15,9,0.182,0.04,0.211,0.101,lying
lying_15,10,0.198,0.024,0.125,0.13,lying
lying_15,11,0.192,0.03,0.202,0.1,lying
lying_15,12,0.301,0.014,0.148,0.125,lying
lying_15,13,0.183,0.01,0.229,0.094,lying
lying_15,14,0.143,0.06,0.232,0.109,lying
lying_15,15,0.216,0.036,0.252,0.099,lying
lying_15,16,0.234,0.015,0.194,0.118,lying
lying_15,17,0.216,0.04,0.228,0.084,lying
lying_15,18,0.148,0.018,0.295,0.097,lying
lying_15,19,0.206,0.015,0.176,0.118,lying
lying_16,0,0.735,0.072,0.526,0.301,lying
lying_16,1,0.846,0.007,0.605,0.295,lying
lying_16,2,0.847,0.021,0.587,0.351,lying
lying_16,3,0.719,0.042,0.452,0.292,lying
lying_16,4,0.735,0.027,0.524,0.309,lying
lying_16,5,0.783,0.028,0.555,0.335,lying
lying_16,6,0.866,0.016,0.496,0.325,lying
lying_16,7,0.718,0.003,0.572,0.31,lying
lying_16,8,0.715,0.013,0.524,0.336,lying
lying_16,9,0.832,0.019,0.622,0.311,lying
lying_16,10,0.768,0.035,0.5,0.33,lying
lying_16,11,0.854,0.0,0.545,0.334,lying
lying_16,12,0.776,0.029,0.534,0.328,lying
lying_16,13,0.728,0.011,0.464,0.261,lying
lying_16,14,0.827,0.016,0.602,0.33,lying
lying_16,15,0.758,0.015,0.55,0.332,lying
lying_16,16,0.791,0.039,0.507,0.293,lying
lying_16,17,0.772,0.021,0.462,0.286,lying
lying_16,18,0.798,0.008,0.514,0.306,lying
lying_16,19,0.851,0.042,0.46,0.302,lying
lying_17,0,0.57,0.235,0.175,0.234,lying
lying_17,1,0.57,0.225,0.155,0.22,lying
lying_17,2,0.532,0.274,0.152,0.185,lying
lying_17,3,0.524,0.259,0.152,0.203,lying
lying_17,4,0.559,0.239,0.137,0.198,lying
lying_17,5,0.571,0.215,0.297,0.173,lying
lying_17,6,0.613,0.21,0.061,0.202,lying
lying_17,7,0.613,0.27,0.181,0.197,lying
lying_17,8,0.557,0.275,0.207,0.175,lying
lying_17,9,0.606,0.248,0.144,0.215,lying
lying_17,10,0.646,0.241,0.147,0.23,lying
lying_17,11,0.651,0.247,0.079,0.207,lying
lying_17,12,0.639,0.19,0.173,0.192,lying
lying_17,13,0.593,0.227,0.153,0.228,lying
lying_17,14,0.582,0.265,0.121,0.215,lying
lying_17,15,0.604,0.252,0.161,0.213,lying
lying_17,16,0.476,0.217,0.182,0.159,lying
lying_17,17,0.578,0.244,0.119,0.186,lying
lying_17,18,0.618,0.265,0.113,0.188,lying
lying_17,19,0.568,0.197,0.168,0.219,lying
lying_18,0,0.346,0.228,0.469,0.096,lying
lying_18,1,0.268,0.221,0.536,0.069,lying
lying_18,2,0.241,0.212,0.408,0.08,lying
lying_18,3,0.26,0.231,0.418,0.031,lying
lying_18,4,0.32,0.228,0.481,0.06,lying
lying_18,5,0.266,0.233,0.531,0.073,lying
lying_18,6,0.326,0.219,0.377,0.093,lying
lying_18,7,0.35,0.24,0.446,0.085,lying
lying_18,8,0.349,0.258,0.504,0.075,lying
lying_18,9,0.239,0.228,0.467,0.087,lying
lying_18,10,0.372,0.223,0.56,0.038,lying
lying_18,11,0.325,0.209,0.359,0.069,lying
lying_18,12,0.232,0.222,0.456,0.096,lying
lying_18,13,0.229,0.244,0.46,0.094,lying
lying_18,14,0.283,0.199,0.394,0.047,lying
lying_18,15,0.328,0.255,0.426,0.086,lying
lying_18,16,0.228,0.229,0.488,0.044,lying
lying_18,17,0.294,0.24,0.308,0.1,lying
lying_18,18,0.322,0.24,0.434,0.039,lying
lying_18,19,0.331,0.224,0.456,0.095,lying
lying_19,0,0.552,0.182,0.156,0.213,lying
lying_19,1,0.562,0.206,0.094,0.261,lying
lying_19,2,0.586,0.192,0.065,0.226,lying
lying_19,3,0.563,0.143,0.092,0.247,lying
lying_19,4,0.651,0.181,0.137,0.266,lying
lying_19,5,0.514,0.17,0.227,0.241,lying
lying_19,6,0.618,0.193,0.032,0.249,lying
lying_19,7,0.569,0.18,0.068,0.22,lying
lying_19,8,0.538,0.171,0.165,0.279,lying
lying_19,9,0.632,0.191,0.055,0.234,lying
lying_19,10,0.572,0.161,0.134,0.257,lying
lying_19,11,0.589,0.194,0.06,0.261,lying
lying_19,12,0.527,0.155,0.132,0.267,lying
lying_19,13,0.586,0.174,0.121,0.245,lying
lying_19,14,0.506,0.149,0.102,0.244,lying
lying_19,15,0.562,0.187,0.095,0.254,lying
lying_19,16,0.555,0.21,0.11,0.289,lying
lying_19,17,0.579,0.169,0.061,0.214,lying
lying_19,18,0.512,0.156,0.125,0.232,lying
lying_19,19,0.571,0.199,0.101,0.284,lying
crawling_0,0,0.53,0.017,0.633,0.042,crawling
crawling_0,1,0.476,0.009,0.655,0.054,crawling
crawling_0,2,0.6,0.007,0.6,0.056,crawling
crawling_0,3,0.557,0.001,0.734,0.043,crawling
crawling_0,4,0.652,0.001,0.584,0.026,crawling
crawling_0,5,0.605,0.027,0.734,0.012,crawling
crawling_0,6,0.631,0.002,0.703,0.014,crawling
crawling_0,7,0.548,0.008,0.588,0.024,crawling
crawling_0,8,0.55,0.036,0.692,0.057,crawling
crawling_0,9,0.607,0.03,0.73,0.01,crawling
crawling_0,10,0.514,0.024,0.589,0.072,crawling
crawling_0,11,0.661,0.063,0.663,0.034,crawling
crawling_0,12,0.565,0.038,0.599,0.028,crawling
crawling_0,13,0.549,0.009,0.734,0.059,crawling
crawling_0,14,0.518,0.046,0.708,0.008,crawling
crawling_0,15,0.569,0.008,0.698,0.002,crawling
crawling_0,16,0.584,0.006,0.684,0.019,crawling
crawling_0,17,0.562,0.016,0.762,0.015,crawling
crawling_0,18,0.536,0.032,0.653,0.005,crawling
crawling_0,19,0.7,0.013,0.641,0.026,crawling
crawling_1,0,0.407,0.221,0.109,0.038,crawling
crawling_1,1,0.362,0.183,0.169,0.056,crawling
crawling_1,2,0.434,0.151,0.031,0.053,crawling
crawling_1,3,0.465,0.181,0.117,0.068,crawling
crawling_1,4,0.448,0.167,0.137,0.046,crawling
crawling_1,5,0.492,0.163,0.059,0.074,crawling
crawling_1,6,0.397,0.186,0.114,0.041,crawling
crawling_1,7,0.474,0.197,0.171,0.052,crawling
crawling_1,8,0.414,0.183,0.159,0.086,crawling
crawling_1,9,0.403,0.149,0.192,0.074,crawling
crawling_1,10,0.363,0.187,0.027,0.084,crawling
crawling_1,11,0.319,0.175,0.115,0.083,crawling
crawling_1,12,0.398,0.192,0.101,0.062,crawling
crawling_1,13,0.397,0.176,0.019,0.047,crawling
crawling_1,14,0.405,0.174,0.095,0.056,crawling
crawling_1,15,0.35,0.169,0.087,0.063,crawling
crawling_1,16,0.413,0.176,0.051,0.035,crawling
crawling_1,17,0.523,0.157,0.077,0.073,crawling
crawling_1,18,0.411,0.19,0.081,0.067,crawling
crawling_1,19,0.396,0.173,0.115,0.084,crawling
crawling_2,0,0.328,0.001,0.655,0.304,crawling
crawling_2,1,0.205,0.041,0.662,0.275,crawling
crawling_2,2,0.271,0.054,0.556,0.289,crawling
crawling_2,3,0.264,0.02,0.566,0.289,crawling
crawling_2,4,0.289,0.049,0.567,0.305,crawling
crawling_2,5,0.207,0.004,0.591,0.314,crawling
crawling_2,6,0.282,0.036,0.589,0.284,crawling
crawling_2,7,0.255,0.015,0.592,0.287,crawling
crawling_2,8,0.182,0.019,0.63,0.292,crawling
crawling_2,9,0.234,0.018,0.689,0.275,crawling
crawling_2,10,0.262,0.026,0.611,0.301,crawling
crawling_2,11,0.181,0.036,0.669,0.327,crawling
crawling_2,12,0.243,0.037,0.72,0.314,crawling
crawling_2,13,0.218,0.024,0.658,0.271,crawling
crawling_2,14,0.304,0.043,0.636,0.286,crawling
crawling_2,15,0.218,0.065,0.597,0.283,crawling
crawling_2,16,0.245,0.04,0.558,0.28,crawling
crawling_2,17,0.218,0.053,0.565,0.256,crawling
crawling_2,18,0.151,0.007,0.678,0.292,crawling
crawling_2,19,0.274,0.047,0.612,0.29,crawling
crawling_3,0,0.236,0.049,0.878,0.342,crawling
crawling_3,1,0.153,0.036,0.772,0.354,crawling
crawling_3,2,0.164,0.03,0.824,0.328,crawling
crawling_3,3,0.199,0.084,0.854,0.33,crawling
crawling_3,4,0.114,0.036,0.844,0.306,crawling
crawling_3,5,0.291,0.046,0.811,0.316,crawling
crawling_3,6,0.209,0.023,0.917,0.356,crawling
crawling_3,7,0.233,0.018,0.819,0.354,crawling
crawling_3,8,0.214,0.026,0.776,0.321,crawling
crawling_3,9,0.154,0.077,0.712,0.343,crawling
crawling_3,10,0.12,0.027,0.708,0.319,crawling
crawling_3,11,0.26,0.051,0.748,0.35,crawling
crawling_3,12,0.246,0.048,0.91,0.346,crawling
crawling_3,13,0.218,0.03,0.84,0.334,crawling
crawling_3,14,0.21,0.032,0.815,0.313,crawling
crawling_3,15,0.077,0.066,0.733,0.332,crawling
crawling_3,16,0.201,0.053,0.794,0.335,crawling
crawling_3,17,0.208,0.061,0.895,0.334,crawling
crawling_3,18,0.187,0.028,0.83,0.343,crawling
crawling_3,19,0.175,0.057,0.794,0.343,crawling
crawling_4,0,0.619,0.203,0.034,0.163,crawling
crawling_4,1,0.735,0.217,0.087,0.14,crawling
crawling_4,2,0.564,0.21,0.0,0.178,crawling
crawling_4,3,0.501,0.218,0.006,0.133,crawling
crawling_4,4,0.682,0.228,0.016,0.139,crawling
crawling_4,5,0.575,0.223,0.073,0.189,crawling
crawling_4,6,0.517,0.223,0.049,0.17,crawling
crawling_4,7,0.631,0.235,0.082,0.132,crawling
crawling_4,8,0.674,0.24,0.11,0.176,crawling
crawling_4,9,0.634,0.253,0.084,0.146,crawling
crawling_4,10,0.613,0.223,0.039,0.183,crawling
crawling_4,11,0.628,0.225,0.084,0.21,crawling
crawling_4,12,0.556,0.207,0.0,0.146,crawling
crawling_4,13,0.625,0.214,0.038,0.154,crawling
crawling_4,14,0.588,0.23,0.12,0.164,crawling
crawling_4,15,0.657,0.245,0.079,0.148,crawling
crawling_4,16,0.574,0.216,0.038,0.165,crawling
crawling_4,17,0.63,0.237,0.007,0.179,crawling
crawling_4,18,0.592,0.202,0.043,0.2,crawling
crawling_4,19,0.594,0.217,0.055,0.148,crawling
crawling_5,0,0.448,0.026,0.504,0.343,crawling
crawling_5,1,0.57,0.03,0.528,0.377,crawling
crawling_5,2,0.548,0.045,0.63,0.352,crawling
crawling_5,3,0.405,0.05,0.452,0.351,crawling
crawling_5,4,0.418,0.024,0.514,0.326,crawling
crawling_5,5,0.486,0.054,0.496,0.353,crawling
crawling_5,6,0.456,0.029,0.548,0.322,crawling
crawling_5,7,0.438,0.043,0.588,0.34,crawling
crawling_5,8,0.481,0.036,0.535,0.347,crawling
crawling_5,9,0.377,0.012,0.49,0.345,crawling
crawling_5,10,0.513,0.046,0.545,0.316,crawling
crawling_5,11,0.576,0.059,0.469,0.348,crawling
crawling_5,12,0.474,0.036,0.585,0.384,crawling
crawling_5,13,0.541,0.039,0.515,0.345,crawling
crawling_5,14,0.572,0.032,0.488,0.309,crawling
crawling_5,15,0.53,0.038,0.5,0.362,crawling
crawling_5,16,0.483,0.031,0.531,0.335,crawling
crawling_5,17,0.516,0.056,0.475,0.352,crawling
crawling_5,18,0.512,0.036,0.576,0.343,crawling
crawling_5,19,0.528,0.048,0.507,0.348,crawling
crawling_6,0,0.273,0.039,0.061,0.08,crawling
crawling_6,1,0.289,0.003,0.059,0.073,crawling
crawling_6,2,0.302,0.018,0.0,0.084,crawling
crawling_6,3,0.276,0.033,0.043,0.072,crawling
crawling_6,4,0.267,0.01,0.081,0.06,crawling
crawling_6,5,0.298,0.038,0.028,0.048,crawling
crawling_6,6,0.411,0.019,0.088,0.111,crawling
crawling_6,7,0.329,0.023,0.054,0.055,crawling
crawling_6,8,0.334,0.041,0.031,0.051,crawling
crawling_6,9,0.224,0.049,0.063,0.076,crawling
crawling_6,10,0.248,0.0,0.105,0.073,crawling
crawling_6,11,0.335,0.022,0.045,0.086,crawling
crawling_6,12,0.326,0.045,0.042,0.084,crawling
crawling_6,13,0.345,0.027,0.031,0.099,crawling
crawling_6,14,0.257,0.042,0.054,0.035,crawling
crawling_6,15,0.346,0.026,0.0,0.082,crawling
crawling_6,16,0.316,0.017,0.064,0.021,crawling
crawling_6,17,0.325,0.034,0.055,0.072,crawling
crawling_6,18,0.314,0.029,0.0,0.116,crawling
crawling_6,19,0.35,0.004,0.04,0.067,crawling
crawling_7,0,0.094,0.06,0.352,0.216,crawling
crawling_7,1,0.123,0.083,0.329,0.238,crawling
crawling_7,2,0.142,0.106,0.358,0.214,crawling
crawling_7,3,0.113,0.105,0.258,0.233,crawling
crawling_7,4,0.135,0.096,0.359,0.174,crawling
crawling_7,5,0.097,0.131,0.367,0.219,crawling
crawling_7,6,0.12,0.102,0.4,0.221,crawling
crawling_7,7,0.14,0.128,0.417,0.272,crawling
crawling_7,8,0.086,0.128,0.327,0.232,crawling
crawling_7,9,0.156,0.085,0.371,0.244,crawling
crawling_7,10,0.084,0.128,0.297,0.264,crawling
crawling_7,11,0.169,0.093,0.346,0.215,crawling
crawling_7,12,0.112,0.094,0.429,0.265,crawling
crawling_7,13,0.129,0.078,0.339,0.222,crawling
crawling_7,14,0.068,0.071,0.471,0.231,crawling
crawling_7,15,0.077,0.111,0.308,0.203,crawling
